age,name,selling_price,km_driven,transmission,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,owner_encoded,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol
10,446666.6296296296,458000,80000,1,0,1,0,0.0,0,1,0,0,0
6,292473.63157894736,300000,35000,1,0,1,0,0.0,0,0,0,0,1
16,125439.0,95000,70000,1,0,1,0,0.0,0,0,0,0,1
6,882500.0,850000,50000,1,0,1,0,0.0,0,1,0,0,0
5,784000.0,750000,25000,1,0,1,0,0.0,0,1,0,0,0
11,248750.0,190000,120000,1,0,1,0,0.0,0,1,0,0,0
15,142050.0,150000,70000,1,0,1,0,0.0,0,0,0,0,1
15,473912.54207436397,114999,106000,1,0,1,0,2.0,0,0,0,0,1
14,473912.54207436397,320000,120000,1,0,1,0,2.0,0,0,0,0,1
5,473912.54207436397,300000,120000,1,0,1,0,0.0,1,0,0,0,0
8,221000.0,275000,160000,1,0,1,0,0.0,0,0,0,0,1
14,473912.54207436397,140000,120000,1,0,1,0,1.0,0,0,0,0,1
4,473912.54207436397,830000,10000,1,0,1,0,0.0,0,0,0,0,1
11,473912.54207436397,380000,50000,1,0,1,0,0.0,0,0,0,0,1
14,293333.0,150000,90000,1,0,1,0,1.0,0,0,0,0,1
16,133909.0909090909,50000,70000,1,0,1,0,0.0,0,0,0,0,1
16,335142.71428571426,155000,100000,1,0,1,0,0.0,0,1,0,0,0
14,400000.0,300000,80000,1,0,1,0,0.0,0,0,0,0,1
6,237953.10638297873,300000,16584,1,1,0,0,0.0,0,0,0,0,1
8,473912.54207436397,385000,38000,1,1,0,0,0.0,0,1,0,0,0
14,126500.0,221000,51000,1,1,0,0,0.0,0,0,0,0,1
8,380000.0,381000,38000,1,1,0,0,0.0,0,1,0,0,0
9,238995.68085106384,250999,35000,1,1,0,0,0.0,0,0,0,0,1
22,100000.0,60000,120000,1,0,1,0,2.0,0,0,0,0,1
8,381000.0,380000,38000,1,1,0,0,0.0,0,1,0,0,0
16,425000.0,180000,144000,1,0,1,0,2.0,0,1,0,0,0
7,640000.0,751000,64000,1,1,0,0,0.0,0,1,0,0,0
9,1400000.0,1250000,60000,0,1,0,0,0.0,0,1,0,0,0
10,251250.0,229999,65000,1,1,0,0,0.0,0,0,0,0,1
5,476666.6666666667,1250000,24000,1,0,1,0,0.0,0,1,0,0,0
10,560000.0,782000,58000,1,1,0,0,1.0,0,1,0,0,0
10,473912.54207436397,780000,58000,1,1,0,0,1.0,0,1,0,0,0
8,239123.31914893616,245000,68000,1,1,0,0,0.0,0,0,0,0,1
13,450000.0,321000,81257,1,1,0,0,0.0,0,1,0,0,0
7,575000.0,509999,44000,1,1,0,0,0.0,0,1,0,0,0
9,75000.0,110000,45000,1,1,0,0,0.0,0,0,0,0,1
11,355799.8,400000,75000,1,1,0,0,0.0,0,1,0,0,0
11,531555.5555555555,370000,90000,1,0,1,0,0.0,0,0,0,0,1
17,473912.54207436397,175000,80000,1,0,1,0,1.0,0,1,0,0,0
11,242361.6170212766,92800,25000,1,0,1,0,1.0,0,0,0,0,1
10,400000.0,291000,90000,1,0,1,0,0.0,0,1,0,0,0
11,503076.8461538461,335000,110000,1,0,1,0,2.0,0,1,0,0,0
11,250999.0,170000,35000,1,0,1,0,0.0,0,0,0,0,1
5,238059.48936170212,295000,10000,1,0,1,0,0.0,0,0,0,0,1
5,262999.8,375000,10000,1,0,1,0,0.0,0,0,0,0,1
12,243481.4814814815,215000,70000,1,0,1,0,1.0,0,0,0,0,1
15,110000.0,150000,110000,1,0,1,0,1.0,0,1,0,0,0
21,75333.33333333333,60000,5000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,280000,110000,1,0,1,0,3.0,0,1,0,0,0
8,488333.1666666667,450000,50000,1,0,1,0,1.0,0,1,0,0,0
6,473912.54207436397,1150000,58000,1,0,1,0,0.0,0,1,0,0,0
6,650000.0,650000,15000,1,0,1,0,0.0,0,1,0,0,0
9,371666.6666666667,300000,60000,1,0,1,0,1.0,0,0,0,0,1
9,82000.0,73000,57000,1,0,1,0,0.0,0,0,0,0,1
9,448814.77777777775,400000,87000,1,0,1,0,2.0,0,1,0,0,0
7,340384.6153846154,300000,70000,1,0,1,0,0.0,0,0,0,0,1
12,473912.54207436397,300000,30000,0,0,1,0,1.0,0,0,0,0,1
12,494132.03773584904,450000,80000,1,0,1,0,0.0,0,1,0,0,0
15,183526.31578947368,200000,100000,1,0,1,0,1.0,0,0,0,0,1
5,508222.22222222225,580000,40000,1,0,1,0,0.0,0,0,0,0,1
7,510714.28571428574,550000,3917,1,0,1,0,0.0,0,0,0,0,1
17,473912.54207436397,190000,160000,1,0,1,0,1.0,0,1,0,0,0
7,473912.54207436397,450000,35000,1,0,1,0,0.0,0,1,0,0,0
10,118454.54545454546,220000,70000,1,0,1,0,0.0,0,0,0,0,1
12,200000.0,310000,69069,1,1,0,0,0.0,0,0,0,0,1
5,635500.0,650000,13500,1,0,1,0,0.0,0,0,0,0,1
10,306666.6666666667,300000,59059,1,1,0,0,0.0,0,0,0,0,1
11,150000.0,200000,70000,1,0,1,0,0.0,0,0,0,0,1
12,311200.0,285000,39039,1,1,0,0,0.0,0,0,0,0,1
10,473912.54207436397,335000,33033,1,1,0,0,0.0,0,0,0,0,1
13,473912.54207436397,370000,55168,1,0,1,0,1.0,0,0,0,0,1
11,268000.0,375000,41041,1,1,0,0,0.0,0,0,0,0,1
15,233749.875,235000,67067,1,1,0,0,0.0,0,0,0,0,1
11,415000.0,345000,66066,0,1,0,0,0.0,0,0,0,0,1
11,261666.66666666666,365000,82082,1,1,0,0,0.0,0,1,0,0,0
10,369500.0,400000,48000,1,0,1,0,0.0,0,0,0,0,1
9,207499.5,250000,30000,1,0,1,0,0.0,0,0,0,0,1
12,500000.0,465000,70070,0,1,0,0,0.0,0,1,0,0,0
7,271176.4705882353,300000,10000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,655000,25000,1,0,1,0,0.0,0,0,0,0,1
8,232500.0,350000,30000,1,0,1,0,1.0,1,0,0,0,0
9,337500.0,500000,50000,0,1,0,0,0.0,0,0,0,0,1
9,400000.0,465000,63063,0,1,0,0,0.0,0,0,0,0,1
16,473912.54207436397,263000,70000,1,0,1,0,0.0,0,1,0,0,0
12,170000.0,250000,90000,1,0,1,0,0.0,0,0,0,0,1
19,110000.0,70000,90000,1,0,1,0,2.0,0,0,0,0,1
7,866250.0,650000,140000,1,0,1,0,0.0,0,1,0,0,0
10,450000.0,370000,80000,1,0,1,0,1.0,0,1,0,0,0
8,469999.6666666667,509999,40000,1,0,1,0,0.0,0,1,0,0,0
13,152500.0,280000,33000,1,0,1,0,0.0,0,0,0,0,1
14,145000.0,180000,40000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,650000,6000,1,0,1,0,0.0,0,0,0,0,1
14,446666.6666666667,200000,78000,1,1,0,0,1.0,0,1,0,0,0
13,443333.3333333333,210000,72000,1,1,0,0,2.0,0,1,0,0,0
13,75000.0,75000,9528,1,1,0,0,0.0,0,0,0,0,1
13,874200.0,450000,135200,1,1,0,0,0.0,0,1,0,0,0
13,299000.0,220000,58000,1,1,0,0,1.0,0,0,0,0,1
11,382499.75,325000,78000,1,1,0,0,1.0,0,1,0,0,0
6,321666.6666666667,450000,45000,1,0,1,0,0.0,0,0,0,0,1
7,760000.0,825000,35000,1,0,1,0,0.0,0,1,0,0,0
17,120000.0,125000,76000,1,1,0,0,2.0,0,0,0,0,1
9,339999.5,434999,100000,1,0,1,0,2.0,0,1,0,0,0
13,509000.0,484999,99000,1,0,1,0,1.0,0,1,0,0,0
15,241833.33333333334,175000,80000,1,0,1,0,2.0,0,1,0,0,0
18,199999.5,220000,120000,1,0,1,0,2.0,0,0,0,0,1
4,954000.0,1250000,1100,1,1,0,0,0.0,0,0,0,0,1
7,244666.5,215000,34000,1,1,0,0,0.0,0,0,0,0,1
10,764583.3333333334,625000,68000,1,1,0,0,0.0,0,1,0,0,0
6,937500.0,615000,15000,1,0,1,0,0.0,0,1,0,0,0
12,159000.0,130000,58000,1,1,0,0,0.0,0,1,0,0,0
11,473912.54207436397,175000,50300,1,0,1,0,0.0,0,1,0,0,0
13,160625.0,150000,70000,1,0,1,0,1.0,0,1,0,0,0
13,185166.66666666666,195000,60000,1,0,1,0,2.0,0,1,0,0,0
4,1000000.0,550000,90000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,1500000,40000,1,0,1,0,0.0,0,1,0,0,0
14,300000.0,400000,80000,1,0,1,0,1.0,0,0,0,0,1
5,473912.54207436397,1350000,15000,1,0,1,0,0.0,0,1,0,0,0
9,290333.3333333333,217000,45000,1,0,1,0,0.0,0,0,0,0,1
13,452888.85185185185,290000,130000,1,0,1,0,1.0,0,1,0,0,0
6,680300.0,700000,80000,1,0,1,0,0.0,0,1,0,0,0
10,202500.0,175000,40000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,575000,80000,1,0,1,0,0.0,0,1,0,0,0
8,303800.0,380000,100000,1,0,1,0,1.0,0,1,0,0,0
11,250000.0,350000,151624,1,0,1,0,1.0,0,1,0,0,0
12,479333.3333333333,450000,160000,1,0,1,0,0.0,0,1,0,0,0
19,473912.54207436397,130000,110000,1,0,1,0,1.0,1,0,0,0,0
9,451777.74074074073,320000,74820,1,0,1,0,0.0,0,1,0,0,0
10,770833.3333333334,550000,82000,1,0,1,0,0.0,0,1,0,0,0
9,299799.96,370000,50000,1,0,1,0,1.0,0,0,0,0,1
14,191599.9,114999,70000,1,0,1,0,1.0,0,0,0,0,1
4,473912.54207436397,1100000,1000,1,0,1,0,0.0,0,0,0,0,1
18,473912.54207436397,170000,170000,1,0,1,0,0.0,0,1,0,0,0
16,171166.66666666666,80000,150000,1,0,1,0,2.0,0,1,0,0,0
5,770000.0,950000,17000,1,0,1,0,0.0,0,1,0,0,0
10,494603.7358490566,425000,150000,1,0,1,0,0.0,0,1,0,0,0
9,626000.0,500000,80000,1,0,1,0,0.0,0,1,0,0,0
19,75000.0,70000,170000,1,0,1,0,2.0,0,0,0,0,1
11,369333.3333333333,349000,120000,1,0,1,0,0.0,0,1,0,0,0
12,277000.0,330000,90000,1,0,1,0,2.0,0,0,0,0,1
14,187736.84210526315,120000,90000,1,0,1,0,2.0,0,0,0,0,1
11,495769.1538461539,430000,100000,1,0,1,0,1.0,0,1,0,0,0
10,449185.14814814815,390000,90000,1,0,1,0,0.0,0,1,0,0,0
12,473912.54207436397,225000,129000,1,0,1,0,0.0,0,1,0,0,0
14,518333.3333333333,350000,186000,0,0,1,0,1.0,0,1,0,0,0
15,473912.54207436397,100000,66778,1,0,1,0,0.0,0,1,0,0,0
10,244407.40740740742,190000,50000,1,0,1,0,0.0,0,0,0,0,1
10,750000.0,315000,110000,1,0,1,0,1.0,0,1,0,0,0
9,405000.0,300000,60000,1,0,1,0,1.0,0,1,0,0,0
8,272352.9411764706,280000,40000,1,0,1,0,0.0,0,0,0,0,1
6,456000.0,539000,10000,1,0,1,0,0.0,0,0,0,0,1
7,437499.5,420000,50000,1,0,1,0,0.0,0,0,0,0,1
23,110000.0,85000,70000,1,0,1,0,2.0,0,0,0,0,1
20,473912.54207436397,142000,73000,1,0,1,0,3.0,0,0,0,0,1
10,242500.0,180000,76000,1,0,1,0,1.0,0,0,0,0,1
10,473912.54207436397,400000,120000,1,0,1,0,1.0,0,1,0,0,0
15,473912.54207436397,360000,170000,0,0,1,0,2.0,0,1,0,0,0
21,90833.33333333333,85000,110000,1,0,1,0,1.0,0,0,0,0,1
8,333333.3333333333,350000,63400,1,0,1,0,0.0,0,0,0,0,1
9,400000.0,380000,25000,1,0,1,0,0.0,0,0,0,0,1
15,220833.16666666666,140000,80000,1,0,1,0,2.0,0,0,0,0,1
12,306599.96,200000,90000,1,0,1,0,0.0,0,0,0,0,1
13,145000.0,150000,157000,1,0,1,0,0.0,0,0,0,0,1
17,250000.0,300000,100000,1,0,1,0,1.0,0,1,0,0,0
7,272352.9411764706,280000,50000,1,0,1,0,0.0,0,0,0,0,1
13,193249.875,200000,40000,1,0,1,0,0.0,0,0,0,0,1
15,473912.54207436397,110000,38500,1,0,1,0,1.0,0,0,0,0,1
16,245624.875,140000,103921,1,0,1,0,1.0,0,0,0,0,1
6,975000.0,1150000,14825,1,1,0,0,0.0,0,0,0,0,1
8,1107000.0,910000,43377,1,1,0,0,0.0,0,1,0,0,0
14,205769.23076923078,160000,102307,1,1,0,0,0.0,0,1,0,0,0
20,72750.0,105000,79000,1,0,1,0,1.0,0,0,0,0,1
20,137285.7142857143,70000,90000,1,0,1,0,3.0,0,0,0,0,1
12,162500.0,160000,110000,1,0,1,0,0.0,0,1,0,0,0
11,473912.54207436397,225000,80000,1,0,1,0,0.0,0,1,0,0,0
22,102500.0,145000,100000,1,0,1,0,0.0,0,0,0,0,1
6,739000.0,930000,20000,1,0,1,0,0.0,0,1,0,0,0
16,235000.0,110000,154000,1,0,1,0,2.0,0,1,0,0,0
7,473912.54207436397,650000,40000,1,0,1,0,0.0,0,1,0,0,0
5,511555.55555555556,550000,51000,1,0,1,0,0.0,0,0,0,0,1
16,122142.85714285714,85000,120000,1,0,1,0,1.0,0,0,0,0,1
8,473912.54207436397,509999,35000,1,0,1,0,0.0,0,0,0,0,1
7,723571.4285714285,650000,70000,1,0,1,0,0.0,0,1,0,0,0
13,125727.27272727272,140000,60000,1,0,1,0,1.0,0,0,0,0,1
13,124097.53658536586,150000,70000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,450000,10000,1,0,1,0,1.0,0,0,0,0,1
18,101666.66666666667,170000,245244,1,0,1,0,3.0,0,1,0,0,0
7,332692.3076923077,400000,60000,1,0,1,0,0.0,0,0,0,0,1
8,362500.0,300000,30000,1,0,1,0,0.0,0,0,0,0,1
12,165000.0,250000,8000,1,0,1,0,0.0,0,0,0,0,1
5,509999.0,500000,10000,1,0,1,0,0.0,0,0,0,0,1
22,130000.0,85000,100000,1,0,1,0,2.0,0,1,0,0,0
12,220000.0,300000,110000,1,0,1,0,0.0,0,1,0,0,0
9,990000.0,740000,45000,0,1,0,0,0.0,0,1,0,0,0
19,93333.33333333333,70000,68500,1,1,0,0,0.0,0,0,0,0,1
5,473912.54207436397,484999,5007,0,1,0,0,0.0,0,0,0,0,1
11,473912.54207436397,164000,30000,1,0,1,0,0.0,0,0,0,0,1
16,311000.0,140000,70000,0,0,1,0,0.0,0,0,0,0,1
13,473912.54207436397,999000,49600,0,1,0,0,0.0,0,1,0,0,0
19,76666.66666666667,56000,23000,1,0,1,0,1.0,0,0,0,0,1
18,2100000.0,1050000,30000,0,1,0,0,0.0,0,1,0,0,0
14,335000.0,190000,38000,1,1,0,0,0.0,0,0,0,0,1
6,3200000.0,3899000,22000,0,1,0,0,0.0,0,1,0,0,0
13,205500.0,235000,43100,1,1,0,0,0.0,0,0,0,0,1
7,473912.54207436397,350000,10171,1,1,0,0,0.0,0,0,0,0,1
9,662500.0,465000,41123,1,1,0,0,0.0,0,1,0,0,0
7,473912.54207436397,1900000,20118,0,1,0,0,0.0,0,0,0,0,1
10,600000.0,450000,40000,1,1,0,0,0.0,0,1,0,0,0
9,473912.54207436397,790000,52517,1,1,0,0,0.0,0,1,0,0,0
5,473912.54207436397,900000,20000,1,0,1,0,0.0,0,1,0,0,0
10,610000.0,450000,99117,1,1,0,0,0.0,0,1,0,0,0
15,126181.81818181818,135000,90000,1,0,1,0,0.0,0,0,0,0,1
5,473912.54207436397,425000,3700,1,0,1,0,0.0,0,0,0,0,1
14,111000.0,100000,80000,1,0,1,0,0.0,0,1,0,0,0
9,689375.0,650000,100000,1,0,1,0,1.0,0,1,0,0,0
13,119000.0,90000,54000,1,0,1,0,0.0,0,1,0,0,0
7,242185.1851851852,250000,19000,1,0,1,0,0.0,0,0,0,0,1
10,496962.22641509434,300000,120000,1,0,1,0,0.0,0,1,0,0,0
10,303599.96,275000,30000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,600000,43500,1,0,1,0,0.0,0,0,0,0,1
8,272941.17647058825,270000,60000,1,0,1,0,1.0,0,0,0,0,1
8,275000.0,240000,70000,1,0,1,0,1.0,0,0,0,0,1
8,336538.46153846156,350000,20000,1,0,1,0,0.0,0,0,0,0,1
9,490358.4528301887,650000,58000,1,0,1,0,0.0,0,1,0,0,0
10,160000.0,350000,40000,1,1,0,0,0.0,0,0,0,0,1
19,136928.57142857142,75000,70000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,440000,70000,1,1,0,0,0.0,0,1,0,0,0
11,179842.1052631579,270000,60000,1,0,1,0,0.0,0,0,0,0,1
10,637500.0,1150000,135000,1,1,0,0,0.0,0,1,0,0,0
9,473912.54207436397,238000,70000,1,1,0,0,0.0,0,0,0,0,1
11,473912.54207436397,1100000,40000,0,0,1,0,1.0,0,0,0,0,1
9,1400000.0,1200000,75000,1,1,0,0,1.0,0,1,0,0,0
14,180000.0,260000,150000,1,0,1,0,0.0,0,1,0,0,0
12,504999.8333333333,350000,140000,1,0,1,0,2.0,0,1,0,0,0
9,473912.54207436397,480000,70000,1,0,1,0,0.0,0,1,0,0,0
12,386666.3333333333,345000,137250,1,0,1,0,1.0,0,1,0,0,0
11,496666.6666666667,500000,110000,1,0,1,0,1.0,0,1,0,0,0
7,508333.3333333333,595000,27000,1,1,0,0,0.0,0,0,0,0,1
5,1162500.0,1295000,9000,1,1,0,0,0.0,0,1,0,0,0
5,473912.54207436397,1350000,5400,1,1,0,0,4.0,0,1,0,0,0
4,473912.54207436397,541000,1000,1,1,0,0,4.0,0,0,0,0,1
6,473912.54207436397,515000,16000,1,1,0,0,0.0,0,0,0,0,1
5,473912.54207436397,894999,13000,1,1,0,0,4.0,0,1,0,0,0
12,473912.54207436397,325000,47000,1,1,0,0,0.0,0,1,0,0,0
6,852500.0,925000,22000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,844999,30000,1,0,1,0,0.0,0,0,0,0,1
6,852500.0,925000,20000,1,0,1,0,0.0,0,0,0,0,1
11,473912.54207436397,300000,60000,1,0,1,0,0.0,0,1,0,0,0
16,473912.54207436397,650000,75000,1,0,1,0,1.0,0,0,0,0,1
14,214856.85714285713,175000,64000,1,1,0,0,0.0,0,0,0,0,1
9,665000.0,325000,80000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,600000,90000,1,0,1,0,0.0,0,1,0,0,0
6,575000.0,700000,30000,1,0,1,0,0.0,0,0,0,0,1
21,473912.54207436397,95000,120000,0,0,1,0,1.0,0,0,0,0,1
5,419999.5,490000,20000,1,1,0,0,0.0,0,0,0,0,1
11,473912.54207436397,380000,100000,1,0,1,0,0.0,0,1,0,0,0
6,325000.0,550000,31000,1,1,0,0,0.0,0,0,0,0,1
11,239548.8510638298,225000,47000,1,1,0,0,0.0,0,0,0,0,1
6,430000.0,570000,11200,1,0,1,0,0.0,0,0,0,0,1
6,237846.72340425532,305000,35000,1,1,0,0,0.0,0,0,0,0,1
14,120000.0,240000,50000,1,1,0,0,0.0,0,0,0,1,0
9,713571.4285714285,700000,55000,1,1,0,0,0.0,0,1,0,0,0
6,232499.83333333334,288000,20000,1,1,0,0,0.0,0,0,0,0,1
7,473912.54207436397,800000,75000,1,1,0,0,0.0,0,1,0,0,0
7,319857.14285714284,430000,93000,1,1,0,0,0.0,0,0,0,0,1
15,473912.54207436397,195000,57000,1,1,0,0,1.0,0,1,0,0,0
10,305000.0,325000,30000,1,1,0,0,0.0,0,0,0,0,1
11,468750.0,450000,73000,1,1,0,0,0.0,0,1,0,0,0
8,490735.8113207547,630000,65000,1,1,0,0,0.0,0,1,0,0,0
15,152666.66666666666,250000,62000,1,1,0,0,1.0,0,0,0,0,1
17,473912.54207436397,135000,85000,1,1,0,0,0.0,0,0,0,0,1
14,473912.54207436397,110000,73000,1,0,1,0,0.0,0,0,0,0,1
12,457500.0,350000,55000,1,1,0,0,0.0,0,1,0,0,0
8,240499.83333333334,240000,5800,1,0,1,0,1.0,0,0,0,0,1
15,566000.0,350000,350000,1,0,1,0,0.0,0,1,0,0,0
6,625000.0,600000,30000,1,0,1,0,0.0,0,0,0,0,1
6,488471.6603773585,750000,20000,1,0,1,0,0.0,0,1,0,0,0
6,241444.44444444444,270000,20000,1,0,1,0,0.0,0,0,0,0,1
17,125560.9512195122,90000,100000,1,0,1,0,1.0,0,0,0,0,1
11,290000.0,350000,65000,1,0,1,0,0.0,0,0,0,0,1
11,225000.0,285000,90000,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,665000,267000,1,0,1,0,1.0,0,1,0,0,0
19,178333.0,175000,250000,1,0,1,0,1.0,0,1,0,0,0
13,262500.0,350000,140000,1,0,1,0,1.0,0,1,0,0,0
6,1152500.0,1225000,22000,0,1,0,0,0.0,0,0,0,0,1
14,473912.54207436397,285000,60000,1,1,0,0,1.0,0,0,0,0,1
6,1050000.0,1000000,28635,1,1,0,0,0.0,0,0,0,0,1
6,785000.0,780000,32114,1,1,0,0,0.0,0,1,0,0,0
10,338428.5714285714,300000,82000,1,1,0,0,1.0,0,0,0,0,1
18,240000.0,160000,95149,1,1,0,0,1.0,0,0,0,0,1
6,740000.0,625000,68458,1,1,0,0,0.0,0,0,0,0,1
14,310000.0,265000,42000,1,0,1,0,0.0,0,0,0,0,1
10,560000.0,515000,90000,1,0,1,0,1.0,0,1,0,0,0
8,819999.0,650000,100000,1,0,1,0,0.0,0,1,0,0,0
7,695000.0,650000,80000,1,0,1,0,0.0,0,1,0,0,0
14,160000.0,150000,105546,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,500000,10000,1,0,1,0,0.0,0,0,0,0,1
12,473912.54207436397,1000000,80000,1,0,1,0,1.0,0,1,0,0,0
11,473912.54207436397,340000,35000,1,0,1,0,0.0,0,0,0,0,1
11,762200.0,1010000,120000,1,0,1,0,0.0,0,1,0,0,0
13,447499.8333333333,350000,120000,1,0,1,0,2.0,0,1,0,0,0
8,441592.55555555556,595000,70000,1,0,1,0,0.0,0,1,0,0,0
10,601000.0,700000,130000,1,0,1,0,2.0,0,1,0,0,0
5,284999.8,265000,40000,1,0,1,0,0.0,0,0,0,0,1
9,291421.0,320000,60000,1,0,1,0,1.0,0,0,0,0,1
13,339999.5,310000,110000,1,0,1,0,0.0,0,0,0,0,1
10,630000.0,700000,130000,1,0,1,0,0.0,0,1,0,0,0
15,143938.38461538462,130000,80000,1,0,1,0,1.0,0,0,0,0,1
15,299444.44444444444,150000,120000,1,0,1,0,1.0,0,1,0,0,0
9,320000.0,300000,104000,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,150000,100000,1,0,1,0,1.0,0,0,0,0,1
21,115000.0,120000,132343,1,0,1,0,1.0,0,0,0,0,1
8,473912.54207436397,950000,90000,1,0,1,0,1.0,0,1,0,0,0
17,310599.96,100000,60000,1,0,1,0,1.0,0,0,0,0,1
9,473912.54207436397,450000,76000,1,0,1,0,0.0,0,1,0,0,0
20,40000.0,30000,60000,1,0,1,0,2.0,0,0,0,0,1
15,473912.54207436397,200000,30000,1,0,1,0,1.0,0,0,0,0,1
14,127142.85714285714,250000,96000,1,0,1,0,1.0,0,1,0,0,0
9,120000.0,280000,26134,1,1,0,0,0.0,0,0,0,0,1
13,237111.11111111112,260000,52895,1,1,0,0,0.0,0,1,0,0,0
11,330000.0,550000,42324,1,1,0,0,1.0,0,1,0,0,0
8,1250000.0,1044999,65000,1,1,0,0,0.0,0,1,0,0,0
12,525000.0,550000,60236,1,1,0,0,0.0,0,1,0,0,0
10,306199.96,210000,70000,1,0,1,0,1.0,0,0,0,0,1
10,306199.96,210000,70000,1,0,1,0,2.0,0,0,0,0,1
15,380000.0,290000,100000,1,0,1,0,1.0,0,1,0,0,0
16,473912.54207436397,250999,110000,1,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,600000,10300,1,0,1,0,0.0,0,0,0,0,1
10,260000.0,270000,120000,1,0,1,0,1.0,0,1,0,0,0
12,473912.54207436397,550000,142000,1,0,1,0,0.0,0,1,0,0,0
7,800000.0,800000,25000,1,0,1,0,0.0,0,1,0,0,0
4,473912.54207436397,500000,5000,1,0,1,0,0.0,0,0,0,0,1
8,525000.0,396000,28643,1,1,0,0,0.0,0,0,0,0,1
10,646666.6666666666,600000,50000,1,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,575000,30000,1,1,0,0,0.0,0,0,0,0,1
4,480000.0,520000,5000,1,0,1,0,0.0,0,0,0,0,1
6,1250000.0,1400000,30000,0,0,1,0,0.0,0,1,0,0,0
6,535000.0,600000,7600,0,0,1,0,0.0,0,0,0,0,1
11,184181.81818181818,195000,47253,1,1,0,0,0.0,0,1,0,0,0
9,375000.0,281000,4432,0,1,0,0,1.0,0,0,0,0,1
14,87846.15384615384,75000,110000,1,0,1,0,1.0,0,0,0,0,1
10,369500.0,400000,25000,1,0,1,0,0.0,0,0,0,0,1
15,113333.33333333333,93000,70000,1,0,1,0,1.0,0,1,0,0,0
8,535000.0,560000,68523,1,1,0,0,0.0,0,0,0,0,1
5,208749.75,400000,5000,1,0,1,0,0.0,0,0,0,0,1
6,487500.0,459999,40000,1,0,1,0,0.0,0,0,0,0,1
7,350000.0,450000,43000,1,0,1,0,0.0,0,1,0,0,0
14,473912.54207436397,88000,80251,1,1,0,0,1.0,1,0,0,0,0
14,473912.54207436397,250000,34500,1,0,1,0,1.0,0,0,0,0,1
11,190090.9090909091,130000,93900,1,0,1,0,1.0,0,1,0,0,0
20,121000.0,79000,80000,1,0,1,0,0.0,0,0,0,0,1
12,191000.0,120000,110000,1,0,1,0,0.0,0,1,0,0,0
13,1775000.0,1700000,100000,0,0,1,0,1.0,0,1,0,0,0
12,170000.0,300000,25000,1,0,1,0,0.0,0,1,0,0,0
15,120000.0,145000,25000,1,0,1,0,0.0,0,0,0,0,1
5,2245000.0,3200000,20000,0,0,1,0,0.0,0,1,0,0,0
11,134000.0,240000,10000,1,0,1,0,0.0,0,0,0,0,1
6,853750.0,700000,30000,1,0,1,0,0.0,0,1,0,0,0
14,132500.0,145000,110000,1,0,1,0,1.0,0,0,0,0,1
10,473912.54207436397,535000,80000,1,0,1,0,1.0,0,1,0,0,0
8,473912.54207436397,420000,21000,1,0,1,0,0.0,0,0,0,0,1
8,289842.05263157893,350000,20000,1,0,1,0,0.0,0,0,0,0,1
9,443259.22222222225,550000,32000,1,0,1,0,0.0,0,1,0,0,0
17,473912.54207436397,750000,180000,1,0,1,0,0.0,0,1,0,0,0
12,473912.54207436397,198000,70000,1,0,1,0,1.0,0,1,0,0,0
11,375000.0,420000,50000,1,0,1,0,0.0,0,1,0,0,0
20,473912.54207436397,195000,120000,1,0,1,0,0.0,0,1,0,0,0
12,245000.0,150000,55766,1,0,1,0,1.0,0,0,0,0,1
13,357000.0,275000,40000,1,0,1,0,1.0,0,0,0,0,1
23,82833.33333333333,65000,60000,1,0,1,0,2.0,0,0,0,0,1
16,120000.0,200000,50000,1,0,1,0,0.0,0,0,0,0,1
14,288333.3333333333,250000,110000,1,0,1,0,1.0,0,1,0,0,0
11,154166.66666666666,182000,100000,1,0,1,0,0.0,0,1,0,0,0
23,473912.54207436397,85000,86000,1,0,1,0,1.0,0,0,0,0,1
11,380590.9090909091,400000,50000,1,0,1,0,0.0,0,1,0,0,0
7,650000.0,650000,20000,1,0,1,0,0.0,0,1,0,0,0
14,209999.66666666666,400000,50000,1,0,1,0,0.0,0,0,0,0,1
12,200000.0,295000,80000,1,0,1,0,1.0,0,1,0,0,0
18,473912.54207436397,60000,135000,1,0,1,0,3.0,0,0,0,1,0
21,75000.0,110000,120000,1,0,1,0,2.0,0,1,0,0,0
